actions_per_minute,avg_time_between_actions,repeated_actions_ratio,max_actions_in_10s,action_count,action_times,action_types,last_action_time,same_ip_with_other_user,num_users_on_same_ip,ip_address,self_play_detected,time_between_account_switch,shared_device_ids,history_vs_same_ip_ratio,vs_same_user_ratio,win_loss_ratio_against_new_users,games_played,wins_against_new,session_duration_mean,session_start_time,sessions_count,actions_vs_idle_ratio,night_activity_ratio,night_sessions,total_sessions,is_cheating,suspicious_event_count,ip_suspiciousness_score,ip_change_count,ip_based_games,ip_based_wins,cheating_score_features
33.61,0.62,0.49,1,8,"[2.53, 5.32, 3.83, 14.45, 0.5, 15.21, 13.54, 28.65]",{'move': 8},2025-04-25T10:02:51.495805,True,6,192.168.1.37,False,5.41,False,0.01,0.13,0.35,41,35,2.05,2025-04-25T10:01:27.465805,4,0.62,0.25,1,4,False,0,0.0,0,0,0,51.53999999999999
29.0,1.33,0.47,1,74,"[7.32, 13.93, 23.75, 8.6, 27.2, 15.02, 18.17, 6.42, 19.32, 10.07, 7.99, 12.28, 11.63, 5.38, 1.61, 1.33, 15.28, 15.56, 16.91, 19.17, 16.88, 13.17, 14.0, 10.7, 29.57, 9.0, 29.05, 11.74, 11.38, 28.22, 26.26, 24.77, 15.2, 23.69, 17.04, 13.99, 25.6, 8.32, 25.6, 8.99, 24.28, 13.15, 12.92, 15.03, 5.78, 13.6, 23.5, 18.2, 2.42, 10.13, 2.17, 25.43, 25.22, 27.86, 3.03, 4.09, 10.71, 27.57, 25.03, 15.87, 15.83, 21.8, 29.44, 23.3, 1.5, 3.4, 23.25, 10.02, 6.35, 29.31, 8.3, 29.93, 14.36, 26.78]",{'move': 74},2025-04-25T02:20:57.135856,True,8,192.168.1.36,False,5.75,False,0.25,0.17,0.74,11,3,106.33,2025-04-25T02:01:27.465856,5,0.76,0.4,2,5,False,0,0.0,0,0,0,155.2
32.06,1.15,0.62,4,74,"[1.57, 12.59, 21.92, 4.29, 19.73, 13.03, 3.3, 27.12, 0.77, 5.33, 1.97, 7.85, 25.8, 8.6, 17.94, 5.83, 1.29, 14.92, 26.36, 0.9, 22.42, 9.63, 25.13, 27.58, 18.19, 21.13, 13.01, 16.72, 12.34, 15.42, 29.09, 8.05, 3.41, 23.81, 14.9, 3.95, 11.57, 15.07, 26.68, 24.57, 21.32, 20.01, 21.73, 18.59, 16.47, 15.06, 19.97, 25.61, 13.83, 28.64, 8.78, 0.93, 14.4, 1.16, 9.98, 24.82, 24.15, 15.89, 21.43, 25.45, 9.1, 22.54, 17.96, 24.81, 14.75, 12.34, 25.17, 6.69, 24.37, 19.63, 2.5, 18.54, 7.15, 22.73]",{'move': 74},2025-04-16T09:20:27.745961,True,7,192.168.1.153,False,1.17,True,0.05,0.13,0.53,30,2,38.01,2025-04-16T09:01:27.465961,3,0.54,0.67,2,3,False,0,0.0,0,0,0,87.93
13.68,1.97,0.33,5,70,"[18.31, 28.57, 2.74, 12.82, 21.31, 24.55, 4.78, 15.78, 20.23, 20.83, 2.33, 8.45, 21.67, 26.35, 25.18, 2.86, 27.62, 10.26, 22.69, 14.63, 13.79, 17.08, 18.14, 24.68, 16.44, 10.1, 24.31, 16.16, 17.33, 9.19, 8.69, 10.05, 21.36, 10.53, 12.56, 8.59, 2.85, 5.08, 12.33, 15.64, 24.83, 28.13, 15.45, 12.86, 28.38, 23.51, 6.98, 12.19, 15.28, 5.81, 17.48, 28.09, 28.28, 18.63, 5.44, 0.31, 2.83, 5.31, 5.71, 16.79, 5.55, 20.91, 6.87, 6.81, 18.13, 14.63, 18.68, 23.84, 14.84, 7.32]",{'move': 70},2025-04-18T21:18:54.196034,True,6,192.168.1.55,False,8.63,True,0.08,0.04,0.47,48,41,21.81,2025-04-18T21:01:27.466034,2,0.67,1.0,2,2,False,0,0.0,0,0,0,61.67999999999999
11.27,1.42,0.13,3,33,"[24.95, 14.55, 0.85, 27.9, 14.17, 16.39, 4.46, 11.53, 15.63, 26.15, 11.48, 26.29, 6.36, 18.15, 7.35, 5.29, 13.07, 10.02, 6.78, 9.98, 19.85, 5.37, 28.1, 17.18, 16.18, 24.87, 18.19, 16.89, 25.01, 26.47, 24.8, 3.48, 10.1]",{'move': 33},2025-05-09T23:09:55.306114,True,7,192.168.1.161,False,6.21,False,0.09,0.14,0.85,47,21,10.81,2025-05-09T23:01:27.466114,3,0.89,0.67,2,3,False,0,0.0,0,0,0,43.480000000000004
31.3,1.44,0.13,3,6,"[1.35, 9.28, 8.25, 6.63, 26.4, 27.13]",{'move': 6},2025-04-18T12:02:46.506166,True,5,192.168.1.199,False,3.65,True,0.14,0.17,0.34,22,11,3.59,2025-04-18T12:01:27.466166,9,0.96,0.11,1,9,False,0,0.0,0,0,0,51.830000000000005
32.99,1.56,0.39,7,28,"[25.05, 8.67, 4.84, 10.65, 16.43, 10.36, 14.62, 1.91, 20.5, 19.39, 26.43, 8.99, 3.4, 11.48, 18.7, 1.02, 29.39, 4.31, 16.1, 4.01, 27.89, 1.82, 20.06, 15.66, 18.51, 7.17, 28.72, 0.95]",{'move': 28},2025-05-09T14:07:44.496205,True,9,192.168.1.237,False,0.37,False,0.06,0.08,0.49,42,4,8.98,2025-05-09T14:01:27.466205,8,0.7,0.12,1,8,False,0,0.0,0,0,0,62.74
17.19,1.21,0.29,7,29,"[21.69, 15.03, 18.94, 26.8, 1.33, 26.82, 9.56, 25.38, 12.27, 2.17, 27.84, 19.28, 15.28, 23.18, 22.12, 20.62, 6.49, 18.22, 14.53, 0.67, 8.92, 20.6, 1.67, 18.39, 11.72, 6.18, 4.56, 3.2, 20.92]",{'move': 29},2025-04-21T22:08:31.846276,True,4,192.168.1.193,False,5.74,True,0.21,0.09,0.66,12,10,35.37,2025-04-21T22:01:27.466276,5,0.59,1.0,5,5,False,0,0.0,0,0,0,75.35
20.64,0.86,0.76,3,68,"[15.79, 8.67, 19.38, 4.25, 6.67, 24.92, 23.92, 7.87, 5.15, 12.21, 18.85, 14.87, 15.22, 15.66, 2.29, 15.39, 24.21, 22.72, 9.61, 14.97, 23.32, 29.79, 27.18, 22.36, 22.13, 22.33, 17.28, 1.01, 13.41, 27.44, 18.32, 14.34, 26.64, 3.59, 20.84, 9.02, 27.83, 8.09, 19.23, 23.23, 25.3, 24.3, 9.65, 26.62, 29.67, 8.1, 26.46, 21.73, 22.35, 15.12, 9.87, 15.48, 2.02, 3.44, 26.88, 26.21, 27.73, 17.54, 1.03, 11.1, 2.22, 27.89, 3.23, 25.53, 28.88, 0.6, 28.49, 11.64]",{'move': 68},2025-04-29T18:20:26.546319,True,9,192.168.1.77,False,0.5,True,0.22,0.14,0.4,27,20,42.19,2025-04-29T18:01:27.466319,9,0.31,0.56,5,9,False,0,0.0,0,0,0,80.58000000000001
17.88,1.63,0.38,3,21,"[24.13, 5.32, 25.87, 4.79, 24.37, 11.41, 17.57, 19.02, 26.57, 21.04, 9.23, 18.56, 25.29, 15.14, 16.26, 12.71, 12.42, 10.47, 22.52, 4.5, 20.81]",{'move': 21},2025-05-11T04:07:15.466400,True,7,192.168.1.23,False,3.37,True,0.06,0.02,1.0,16,0,21.75,2025-05-11T04:01:27.466400,2,0.34,0.5,1,2,False,0,0.0,0,0,0,58.93000000000001
31.04,1.43,0.63,3,37,"[27.91, 0.22, 24.2, 5.95, 28.23, 3.79, 9.51, 29.62, 14.59, 17.45, 19.22, 4.49, 13.12, 5.45, 11.81, 10.99, 17.69, 28.41, 21.69, 25.84, 16.33, 22.72, 14.04, 4.72, 18.49, 2.02, 26.11, 21.85, 5.14, 29.36, 29.08, 28.64, 16.01, 24.93, 9.32, 1.86, 21.63]",{'move': 37},2025-04-19T15:11:39.896436,True,9,192.168.1.63,False,1.8,True,0.26,0.09,0.97,31,8,19.76,2025-04-19T15:01:27.466436,5,0.45,0.0,0,5,False,0,0.0,0,0,0,70.43
10.0,0.85,0.6,6,24,"[1.96, 21.95, 22.0, 17.14, 27.57, 20.65, 12.21, 9.96, 21.3, 16.98, 4.68, 29.7, 4.8, 13.68, 17.75, 3.5, 5.16, 5.97, 16.63, 16.15, 4.83, 27.33, 7.78, 3.72]",{'move': 24},2025-05-01T00:07:00.866493,True,5,192.168.1.156,False,4.63,False,0.23,0.08,0.5,19,0,17.55,2025-05-01T00:01:27.466493,9,0.53,0.11,1,9,False,0,0.0,0,0,0,47.08
8.47,0.79,0.63,1,16,"[16.88, 3.76, 12.74, 7.54, 0.97, 21.15, 22.77, 8.56, 20.61, 18.24, 13.42, 0.73, 5.05, 17.49, 14.84, 15.81]",{'move': 16},2025-05-14T09:04:48.026536,True,7,192.168.1.60,False,0.78,False,0.05,0.1,0.82,27,6,7.43,2025-05-14T09:01:27.466536,8,0.44,0.75,6,8,False,0,0.0,0,0,0,29.260000000000005
32.69,1.01,0.39,5,44,"[24.99, 6.43, 7.13, 18.25, 16.26, 24.4, 13.83, 17.29, 22.12, 23.51, 23.99, 7.1, 4.63, 14.64, 2.94, 18.17, 28.47, 20.89, 11.77, 19.79, 7.24, 0.62, 1.97, 20.19, 19.52, 26.07, 1.41, 28.16, 11.14, 29.47, 26.88, 21.41, 16.22, 16.78, 25.7, 20.02, 0.41, 29.61, 0.75, 11.71, 29.47, 18.08, 10.48, 25.4]",{'move': 44},2025-04-16T11:13:32.776573,True,3,192.168.1.58,False,0.67,False,0.17,0.2,0.72,49,29,14.8,2025-04-16T11:01:27.466573,10,0.71,0.7,7,10,False,0,0.0,0,0,0,61.06000000000001
33.65,0.84,0.68,3,31,"[0.78, 26.19, 14.3, 10.98, 28.89, 2.13, 10.38, 23.01, 10.08, 24.94, 19.19, 14.0, 25.44, 22.73, 24.03, 2.59, 4.84, 27.72, 11.69, 23.48, 16.6, 8.6, 25.25, 8.12, 1.06, 23.87, 17.21, 24.05, 14.28, 4.76, 13.86]",{'move': 31},2025-05-13T18:09:32.516648,True,7,192.168.1.194,False,5.39,False,0.1,0.15,0.96,30,14,16.17,2025-05-13T18:01:27.466648,2,0.5,0.0,0,2,False,0,0.0,0,0,0,69.44
9.38,1.6,0.23,1,37,"[5.69, 27.18, 28.75, 10.68, 0.93, 2.04, 3.7, 1.36, 8.61, 2.74, 29.87, 25.49, 27.92, 19.55, 27.46, 7.4, 23.77, 29.77, 7.63, 6.71, 29.84, 27.38, 20.11, 4.81, 3.22, 19.49, 23.6, 13.72, 6.93, 22.1, 11.3, 10.04, 2.8, 21.13, 9.32, 21.24, 2.89]",{'move': 37},2025-05-05T18:10:34.636830,True,10,192.168.1.221,False,9.9,False,0.05,0.1,0.68,34,21,16.09,2025-05-05T18:01:27.466830,5,0.61,0.2,1,5,False,0,0.0,0,0,0,50.84
30.76,1.21,0.75,5,86,"[10.78, 19.85, 23.29, 5.19, 2.21, 20.32, 7.77, 4.5, 19.81, 23.13, 25.66, 1.07, 22.37, 26.3, 13.38, 0.25, 17.21, 13.56, 22.14, 18.6, 24.34, 2.45, 10.6, 0.35, 6.55, 21.46, 26.13, 24.4, 22.72, 12.16, 19.86, 2.5, 15.21, 12.09, 8.08, 18.0, 21.94, 16.91, 15.58, 23.56, 1.68, 15.12, 24.39, 7.02, 11.89, 1.7, 8.72, 23.98, 27.15, 16.6, 29.42, 29.22, 0.98, 19.97, 1.9, 0.28, 0.59, 28.38, 14.58, 4.67, 21.66, 9.32, 25.5, 20.46, 3.79, 13.51, 2.38, 21.2, 16.62, 6.9, 3.97, 28.45, 27.8, 13.6, 2.33, 23.14, 6.63, 22.4, 4.4, 1.17, 3.57, 17.56, 29.41, 5.7, 17.52, 1.54]",{'move': 86},2025-04-25T10:21:48.516950,True,4,192.168.1.5,False,7.56,False,0.27,0.05,0.76,23,4,53.09,2025-04-25T10:01:27.466950,8,0.72,0.12,1,8,False,0,0.0,0,0,0,105.29
23.15,0.6,0.4,7,67,"[19.27, 2.08, 5.73, 11.41, 23.29, 10.02, 11.62, 17.25, 10.22, 11.63, 12.76, 29.2, 26.9, 20.97, 27.3, 12.79, 2.66, 17.37, 29.61, 18.52, 19.99, 26.61, 12.5, 19.93, 0.78, 24.27, 24.64, 21.71, 3.07, 18.77, 10.6, 1.87, 28.61, 5.26, 11.85, 6.61, 20.77, 14.49, 24.17, 11.85, 24.83, 28.34, 17.33, 11.68, 29.76, 21.65, 1.91, 11.49, 11.5, 0.62, 0.66, 23.89, 12.42, 9.49, 27.65, 4.83, 12.16, 23.58, 20.43, 26.26, 27.98, 4.02, 9.22, 22.91, 14.96, 12.63, 27.06]",{'move': 67},2025-05-02T10:19:15.677085,True,10,192.168.1.133,False,6.58,False,0.13,0.17,0.92,34,16,31.42,2025-05-02T10:01:27.467085,1,0.98,0.0,0,1,False,0,0.0,0,0,0,82.35000000000001
27.07,1.17,0.53,3,60,"[28.51, 15.58, 4.94, 21.66, 23.99, 14.5, 28.29, 17.5, 12.35, 26.84, 22.56, 10.83, 5.78, 2.56, 27.55, 27.97, 17.75, 4.43, 28.77, 25.75, 10.99, 29.68, 29.23, 14.03, 21.95, 24.33, 17.23, 14.67, 16.49, 22.76, 1.9, 4.2, 3.49, 8.69, 10.63, 0.46, 12.46, 0.93, 8.01, 27.34, 4.92, 0.54, 16.84, 3.49, 7.65, 0.78, 29.4, 0.6, 22.59, 6.87, 5.23, 3.68, 27.18, 12.55, 19.67, 3.29, 25.02, 28.49, 9.7, 27.66]",{'move': 60},2025-05-05T07:16:31.197175,True,5,192.168.1.81,False,6.18,False,0.2,0.19,0.47,15,3,60.25,2025-05-05T07:01:27.467175,1,0.39,0.0,0,1,False,0,0.0,0,0,0,105.45
29.47,0.98,0.75,6,8,"[11.46, 2.74, 25.27, 5.59, 22.07, 10.23, 17.03, 22.73]",{'move': 8},2025-04-23T07:03:24.587249,True,4,192.168.1.241,False,3.04,False,0.01,0.13,0.53,15,13,7.81,2025-04-23T07:01:27.467249,3,0.54,0.0,0,3,False,0,0.0,0,0,0,54.260000000000005
15.06,0.99,0.34,1,66,"[2.74, 19.58, 4.53, 19.01, 28.09, 14.02, 15.77, 1.23, 10.02, 28.45, 15.14, 9.31, 8.61, 9.25, 22.93, 3.48, 10.98, 29.09, 20.92, 16.26, 28.46, 1.22, 25.84, 4.86, 4.44, 29.17, 22.92, 23.29, 11.45, 17.27, 20.04, 3.11, 2.48, 8.06, 22.69, 4.56, 27.92, 3.29, 9.75, 12.25, 1.38, 19.96, 16.97, 2.76, 14.7, 1.69, 16.58, 15.61, 29.95, 10.79, 6.19, 13.43, 8.96, 5.92, 29.11, 19.68, 24.02, 6.85, 19.08, 28.64, 0.4, 0.32, 8.22, 21.16, 27.06, 21.95]",{'move': 66},2025-04-23T10:17:11.327292,True,10,192.168.1.236,False,4.05,True,0.22,0.14,0.57,8,3,117.98,2025-04-23T10:01:27.467292,9,0.91,0.11,1,9,False,0,0.0,0,0,0,153.37
12.32,0.97,0.28,4,21,"[24.39, 19.14, 25.11, 2.54, 13.84, 26.66, 14.41, 8.64, 27.82, 11.88, 10.84, 20.79, 22.94, 25.21, 24.17, 3.89, 4.86, 17.09, 7.29, 29.99, 11.67]",{'move': 21},2025-04-23T20:07:20.637385,True,3,192.168.1.142,False,2.79,False,0.27,0.13,0.74,35,5,10.09,2025-04-23T20:01:27.467385,1,0.6,1.0,1,1,False,0,0.0,0,0,0,37.19
24.09,0.63,0.49,7,5,"[9.64, 15.28, 9.43, 28.38, 1.07]",{'move': 5},2025-04-23T14:02:31.267430,True,3,192.168.1.77,False,8.99,False,0.04,0.14,0.91,7,7,9.11,2025-04-23T14:01:27.467430,10,0.6,0.8,8,10,False,0,0.0,0,0,0,56.79999999999999
30.37,0.59,0.23,5,96,"[29.65, 13.02, 16.49, 2.12, 24.17, 20.73, 1.43, 28.35, 0.11, 5.25, 14.09, 25.99, 0.13, 14.74, 10.17, 13.33, 2.29, 2.4, 17.42, 26.64, 1.2, 9.54, 28.22, 18.01, 23.31, 3.07, 2.46, 4.74, 16.6, 10.68, 22.53, 22.7, 14.45, 12.57, 0.65, 2.02, 4.24, 9.16, 18.96, 5.65, 18.27, 28.63, 10.32, 3.39, 11.23, 18.0, 5.71, 4.61, 20.05, 16.02, 4.34, 4.46, 29.43, 5.27, 7.96, 26.57, 15.39, 17.09, 26.41, 20.54, 12.74, 29.99, 18.79, 16.65, 6.02, 10.15, 13.84, 0.31, 22.89, 13.17, 25.59, 11.77, 9.59, 10.35, 7.77, 9.98, 23.83, 21.45, 28.87, 7.1, 9.52, 18.94, 8.79, 1.88, 12.2, 10.87, 10.92, 22.12, 17.4, 3.36, 20.29, 24.89, 1.09, 25.36, 23.94, 28.53]",{'move': 96},2025-05-14T03:23:41.387460,True,4,192.168.1.162,False,4.84,False,0.26,0.04,0.66,44,37,30.32,2025-05-14T03:01:27.467460,7,0.35,0.29,2,7,False,0,0.0,0,0,0,77.95
20.23,1.04,0.6,7,40,"[25.93, 4.7, 14.46, 17.28, 12.86, 13.98, 16.65, 23.4, 1.38, 3.64, 2.75, 13.98, 25.24, 14.17, 17.03, 19.61, 12.3, 11.39, 4.06, 18.53, 5.55, 22.68, 10.55, 0.46, 25.04, 5.25, 21.98, 21.39, 21.63, 22.82, 14.54, 11.78, 15.17, 22.82, 21.81, 27.07, 14.7, 11.81, 23.86, 9.85]",{'move': 40},2025-04-25T09:11:31.567556,True,3,192.168.1.193,False,0.5,False,0.05,0.07,0.6,32,0,18.88,2025-04-25T09:01:27.467556,3,0.58,1.0,3,3,False,0,0.0,0,0,0,54.55
13.29,1.17,0.44,4,56,"[25.0, 19.04, 4.01, 16.84, 3.13, 17.59, 19.81, 3.62, 24.14, 0.55, 28.54, 6.06, 12.23, 27.56, 17.75, 21.7, 22.15, 0.34, 27.86, 18.47, 19.52, 18.17, 28.8, 29.42, 11.95, 11.88, 10.25, 24.22, 23.13, 2.96, 6.32, 26.86, 15.52, 1.4, 13.7, 17.32, 25.33, 21.31, 1.16, 19.2, 1.62, 24.02, 2.73, 13.94, 16.9, 22.09, 7.62, 29.54, 10.39, 23.36, 11.24, 2.32, 16.23, 7.27, 4.04, 5.11]",{'move': 56},2025-04-26T13:15:30.697639,True,4,192.168.1.238,False,1.33,True,0.29,0.16,0.73,9,5,93.69,2025-04-26T13:01:27.467639,8,0.44,0.38,3,8,False,0,0.0,0,0,0,121.91999999999999
24.33,1.0,0.14,3,17,"[1.91, 1.02, 5.39, 8.6, 23.39, 16.19, 18.25, 1.9, 24.4, 3.27, 1.08, 18.31, 3.74, 17.01, 2.72, 18.72, 3.88]",{'move': 17},2025-05-11T18:04:17.247750,True,4,192.168.1.45,False,5.07,False,0.27,0.09,0.42,16,2,10.61,2025-05-11T18:01:27.467750,6,0.89,0.17,1,6,False,0,0.0,0,0,0,50.99000000000001
30.29,0.78,0.38,4,48,"[10.18, 14.57, 16.87, 26.29, 2.22, 6.31, 7.52, 7.54, 3.98, 13.26, 2.44, 27.93, 22.96, 2.04, 23.03, 8.29, 6.6, 20.03, 20.75, 15.85, 11.08, 26.56, 8.25, 28.55, 26.59, 26.05, 2.88, 0.57, 8.23, 1.55, 22.98, 18.45, 22.86, 17.44, 2.61, 27.68, 3.48, 4.15, 1.81, 27.42, 5.16, 19.17, 13.0, 23.11, 6.0, 17.61, 2.57, 4.78]",{'move': 48},2025-04-26T03:12:06.718075,True,5,192.168.1.132,False,1.86,True,0.12,0.01,0.43,14,8,45.66,2025-04-26T03:01:27.468075,1,0.95,1.0,1,1,False,0,0.0,0,0,0,92.48
10.87,1.57,0.6,3,27,"[29.49, 25.45, 15.61, 17.99, 13.7, 10.34, 26.72, 0.56, 23.13, 4.65, 27.98, 24.62, 2.13, 6.87, 5.37, 4.93, 22.31, 16.74, 3.9, 26.91, 23.68, 9.7, 6.06, 22.26, 13.67, 7.26, 15.09]",{'move': 27},2025-05-01T08:08:14.588155,True,3,192.168.1.252,False,8.79,True,0.05,0.15,0.94,42,5,9.69,2025-05-01T08:01:27.468155,8,0.61,0.25,2,8,False,0,0.0,0,0,0,41.519999999999996
20.4,1.68,0.64,3,51,"[18.49, 2.64, 13.76, 12.88, 6.97, 5.06, 27.48, 3.87, 14.29, 7.73, 9.54, 0.1, 25.94, 15.13, 15.1, 20.69, 7.97, 6.52, 12.95, 25.39, 4.7, 24.81, 18.66, 21.52, 19.74, 13.05, 25.21, 5.29, 13.11, 4.94, 9.92, 23.62, 22.62, 23.0, 22.15, 22.89, 18.06, 16.71, 2.16, 16.92, 3.57, 22.91, 20.24, 10.92, 27.7, 19.76, 22.07, 10.04, 9.24, 5.58, 27.48]",{'move': 51},2025-04-23T04:14:08.558236,True,4,192.168.1.199,False,8.26,True,0.22,0.17,0.39,40,25,19.03,2025-04-23T04:01:27.468236,7,0.34,0.71,5,7,False,0,0.0,0,0,0,60.84
9.16,1.45,0.61,4,31,"[21.96, 27.33, 20.42, 4.33, 16.73, 11.68, 2.61, 24.34, 26.99, 7.23, 8.99, 20.49, 0.76, 18.28, 8.47, 12.81, 22.14, 1.28, 21.13, 29.28, 25.93, 22.25, 15.82, 22.09, 24.9, 6.15, 25.78, 9.49, 19.18, 4.29, 5.89]",{'move': 31},2025-05-06T07:09:36.488295,True,6,192.168.1.174,False,5.11,True,0.07,0.02,0.93,22,11,22.23,2025-05-06T07:01:27.468295,7,0.62,0.71,5,7,False,0,0.0,0,0,0,52.91
22.68,1.55,0.58,4,81,"[5.82, 29.94, 17.7, 27.63, 9.76, 20.27, 8.04, 20.35, 24.96, 19.24, 22.82, 5.39, 28.41, 17.59, 22.83, 8.18, 15.91, 16.57, 29.66, 22.08, 4.88, 6.16, 16.82, 3.67, 8.64, 22.56, 11.14, 3.37, 13.38, 25.4, 23.25, 25.83, 28.88, 2.21, 26.58, 0.89, 2.0, 4.46, 13.39, 3.86, 23.97, 21.72, 1.9, 9.39, 18.41, 4.31, 3.9, 26.21, 18.47, 28.14, 7.73, 8.43, 23.1, 28.88, 22.12, 2.63, 8.05, 5.72, 26.76, 1.87, 15.39, 11.15, 2.6, 14.15, 17.22, 1.01, 21.13, 25.37, 19.67, 16.58, 18.05, 0.59, 26.03, 15.03, 7.0, 29.56, 16.18, 5.32, 27.74, 16.62, 19.86]",{'move': 81},2025-05-02T22:22:05.948341,True,3,192.168.1.26,False,9.97,True,0.18,0.16,0.33,27,4,45.87,2025-05-02T22:01:27.468341,6,0.75,0.67,4,6,False,0,0.0,0,0,0,91.74
25.32,1.89,0.79,5,49,"[8.58, 25.04, 11.6, 5.09, 25.69, 13.35, 21.07, 13.24, 23.6, 23.58, 23.88, 10.17, 1.24, 0.96, 4.9, 22.59, 21.2, 16.38, 13.48, 8.61, 24.13, 10.72, 18.4, 2.36, 10.23, 10.37, 19.74, 19.65, 1.03, 16.08, 10.63, 3.78, 4.22, 24.29, 11.79, 10.22, 26.43, 19.89, 21.29, 2.06, 18.52, 3.4, 22.94, 21.56, 4.64, 13.18, 21.55, 18.58, 12.38]",{'move': 49},2025-04-22T12:13:05.778455,True,6,192.168.1.111,False,2.15,False,0.29,0.15,0.45,35,1,19.95,2025-04-22T12:01:27.468455,6,0.79,0.33,2,6,False,0,0.0,0,0,0,64.11
13.61,1.3,0.14,7,59,"[12.45, 7.94, 9.81, 3.76, 22.68, 26.74, 19.28, 16.49, 28.65, 15.3, 16.89, 7.18, 9.63, 11.25, 15.96, 28.67, 3.83, 9.49, 17.51, 21.06, 1.8, 9.97, 28.56, 10.47, 20.13, 7.93, 11.74, 24.71, 12.85, 25.91, 22.23, 10.23, 2.1, 15.2, 14.66, 19.06, 5.87, 5.96, 12.79, 11.0, 21.76, 18.9, 12.77, 17.13, 14.3, 12.65, 25.82, 23.39, 7.99, 29.35, 2.29, 11.89, 23.21, 0.37, 22.21, 19.0, 17.1, 27.55, 20.64]",{'move': 59},2025-04-25T11:16:33.528514,True,8,192.168.1.154,False,6.6,False,0.05,0.05,0.61,48,14,18.88,2025-04-25T11:01:27.468514,8,0.41,0.38,3,8,False,0,0.0,0,0,0,58.029999999999994
20.99,1.92,0.34,5,23,"[18.33, 21.34, 18.96, 14.13, 9.03, 27.09, 23.57, 2.67, 29.08, 15.55, 29.18, 9.89, 10.49, 25.34, 4.76, 14.49, 0.56, 17.49, 23.83, 13.25, 16.43, 1.28, 15.89]",{'move': 23},2025-05-10T23:07:30.098591,True,4,192.168.1.147,False,6.55,True,0.24,0.11,0.91,18,16,20.15,2025-05-10T23:01:27.468591,6,0.39,0.83,5,6,False,0,0.0,0,0,0,63.42999999999999
30.13,1.84,0.38,4,6,"[16.79, 8.73, 5.3, 3.89, 13.22, 15.08]",{'move': 6},2025-05-06T11:02:30.478634,True,7,192.168.1.7,False,7.08,False,0.04,0.18,0.47,7,6,9.0,2025-05-06T11:01:27.468634,3,0.98,0.33,1,3,False,0,0.0,0,0,0,62.42999999999999
30.67,1.59,0.42,5,42,"[26.76, 7.42, 13.05, 17.78, 13.22, 16.08, 10.05, 17.03, 0.16, 14.15, 1.86, 9.22, 1.6, 0.96, 12.81, 23.19, 20.48, 0.32, 25.91, 23.41, 20.29, 18.16, 7.29, 17.2, 26.68, 28.88, 9.49, 24.33, 15.67, 1.25, 23.96, 9.5, 23.72, 29.9, 26.98, 14.63, 11.99, 25.12, 26.98, 9.15, 4.11, 17.11]",{'move': 42},2025-05-04T21:12:15.318664,True,6,192.168.1.89,False,2.79,True,0.26,0.12,0.51,41,8,15.8,2025-05-04T21:01:27.468664,3,0.62,0.33,1,3,False,0,0.0,0,0,0,66.11
14.54,1.08,0.39,4,44,"[2.14, 16.39, 28.94, 10.1, 16.49, 21.13, 6.74, 14.33, 23.61, 16.36, 1.83, 17.66, 19.38, 11.11, 18.64, 4.16, 16.89, 13.22, 18.07, 25.9, 26.72, 16.53, 5.79, 27.57, 25.49, 27.81, 6.9, 13.05, 10.19, 27.85, 2.93, 16.83, 18.29, 7.16, 20.37, 28.02, 5.51, 28.22, 15.01, 29.05, 5.62, 5.43, 7.43, 0.3]",{'move': 44},2025-05-09T00:12:48.628720,True,6,192.168.1.40,False,5.46,True,0.06,0.17,0.82,45,29,15.14,2025-05-09T00:01:27.468720,3,0.37,0.33,1,3,False,0,0.0,0,0,0,50.36
30.53,1.98,0.37,7,28,"[16.87, 8.15, 26.34, 21.17, 18.75, 20.51, 14.93, 7.65, 7.17, 5.03, 7.09, 16.89, 17.77, 23.54, 5.84, 13.03, 6.27, 25.06, 27.73, 24.79, 5.04, 3.17, 19.24, 12.81, 17.57, 26.05, 29.88, 21.27]",{'move': 28},2025-04-19T07:08:57.078784,True,3,192.168.1.184,False,7.12,False,0.19,0.14,0.37,45,21,9.99,2025-04-19T07:01:27.468784,5,0.79,0.2,1,5,False,0,0.0,0,0,0,62.67999999999999
9.42,0.88,0.76,6,49,"[1.15, 7.2, 21.86, 3.54, 23.21, 15.93, 3.07, 18.49, 28.76, 11.33, 2.02, 17.46, 2.37, 25.33, 2.41, 23.67, 12.22, 19.16, 27.44, 3.08, 9.19, 17.04, 7.67, 1.11, 5.66, 21.82, 17.92, 29.31, 4.89, 8.07, 27.3, 26.54, 4.86, 10.95, 1.96, 5.85, 29.03, 17.08, 5.17, 13.52, 26.84, 11.38, 17.19, 28.84, 22.82, 3.31, 8.09, 12.74, 1.73]",{'move': 49},2025-04-20T22:12:35.048863,True,8,192.168.1.199,False,1.85,True,0.01,0.18,0.74,29,18,23.02,2025-04-20T22:01:27.468863,9,0.72,0.78,7,9,False,0,0.0,0,0,0,54.36
